RespondentID,Which category below includes your age?,Are you male or female?,What graduate program are you pursuing?,What graduate program are you pursuing? - Other (please specify),Are you a full-time graduate student?,Are you an International Student?,In which type of housing do you currently live?,In which type of housing do you currently live? - Other (please specify),What is the size of your current household?,"In a typical month, about how much money do you spend on rent/mortgage and utilities?",Is there a need for a graduate student residence hall on Texas Tech’s campus?,"If on-campus graduate housing had been available at the time you were admitted to Texas Tech, how likely would you have been to apply to live in such housing?",What types of residence would you be interested in? (Check all that apply.) - Studio/efficiency,What types of residence would you be interested in? (Check all that apply.) - 1 bedroom apt,What types of residence would you be interested in? (Check all that apply.) - 2 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - 3 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - I am not interested in on-campus housing,What types of residence would you be interested in? (Check all that apply.) - Other (please specify),How important is each of the following for a graduate student residence hall? - Child care,How important is each of the following for a graduate student residence hall? - Playground space,How important is each of the following for a graduate student residence hall? - Entertainment spaces (e.g. movie theater),How important is each of the following for a graduate student residence hall? - Alcohol allowed inside a residence,How important is each of the following for a graduate student residence hall? - Low cost,How important is each of the following for a graduate student residence hall? - Modern appliances,How important is each of the following for a graduate student residence hall? - Minimal grocery store,How important is each of the following for a graduate student residence hall? - Optional dining plan available,How important is each of the following for a graduate student residence hall? - Other,"How important is each of the following for a graduate student residence hall? - Please specify ""Other""",How likely would you be to live in a graduate student only residence hall if Texas Tech offered one? - ,Would you expect to pay more or less for rent and utilities in a graduate student residence hall than you pay now?,Would you choose NOT to live in a graduate residence hall if the university filled open rooms with undergraduate students?,Would you choose NOT to live in a graduate residence hall if it were next to an undergraduate residence hall?,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)? ,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)?  - Other (please specify),"If a graduate student residence hall is added to Texas Tech’s campus, what suggestions would you give building planners? - Open-Ended Response"
2371690183,21 to 25,Female,Master’s,,Yes,No,I currently live in on-campus housing,,1 bedroom,$400 to $600,Yes,Likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,important,somewhat important,most important,important,important,not important,,,Likely,Pay about the same,No,No,Car,,"Have nice, economy apartments or rooms for low budget graduate students."
2371694874,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$600 to $800,No,Somewhat likely,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,somewhat important,somewhat important,somewhat important,most important,most important,important,most important,,,Likely,Pay less,Yes,Yes,Car,,
2371695590,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,Studio / Efficiency,Less than $400,Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,important,important,important,important,most important,important,important,important,,,Likely,Pay less,Yes,Yes,Bike,,
2371696106,46 or older,Female,Doctoral,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,important,important,important,important,important,important,important,,Unlikely,Pay less,Yes,No,,,
2371699718,46 or older,Female,Graduate Certificate,,No,No,Single-family house,,2 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,,somewhat important,important,important,somewhat important,somewhat important,,,Unlikely,Pay less,Yes,No,Walk,,
2371700494,21 to 25,Male,Doctoral,,Yes,No,Duplex,,3 bedrooms,Less than $400,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,somewhat important,important,most important,most important,important,important,,,Neutral,Pay about the same,Yes,No,Bus,,
2371703880,21 to 25,Female,Master’s,,Yes,No,Single-family house,,2 bedrooms,$400 to $600,Yes,Somewhat likely,,1 bedroom apt,,,,,important,important,somewhat important,most important,important,most important,most important,most important,,,Neutral,Pay more,Yes,Yes,Bus,,
2371705084,26 to 35,Female,Master’s,,Yes,Yes,Apartment,,3 bedrooms,Less than $400,Yes,Somewhat likely,Studio/efficiency,,2 bedroom apt with shared bathroom,,,,somewhat important,not important,not important,important,most important,somewhat important,somewhat important,most important,most important,quiet space,Neutral,Pay about the same,Yes,Yes,,combination of those,
2371709149,21 to 25,Female,Master’s,,Yes,No,Apartment,,2 bedrooms,"$1,000 or more",No,Not likely at all,,,2 bedroom apt with shared bathroom,,I am not interested in on-campus housing,,important,somewhat important,somewhat important,important,important,somewhat important,important,somewhat important,,,Unlikely,Pay less,No,No,Bike,,Married housing
2371713329,26 to 35,Male,Master’s,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,No,Not likely at all,,1 bedroom apt,2 bedroom apt with shared bathroom,,I am not interested in on-campus housing,,most important,most important,most important,not important,most important,most important,most important,most important,,,Unlikely,Pay less,Yes,Yes,Bus,,nil
2371716420,21 to 25,Male,Master’s,,No,No,Duplex,,2 bedrooms,Less than $400,No,Not likely at all,,,,,I am not interested in on-campus housing,,most important,most important,not important,most important,most important,most important,most important,most important,not important,,Unlikely,Pay less,No,No,Walk,Also Bus as well.,I believe they should ask in person questions to Texas Tech Graduate students to receive quality answers.
2371718398,26 to 35,Female,Doctoral,,No,No,Apartment,,2 bedrooms,"$1,000 or more",Yes,Somewhat likely,,1 bedroom apt,,,,,most important,important,important,not important,somewhat important,important,important,important,,,Likely,Pay about the same,Yes,Yes,Car,,keeping the noise level down to study is important
2371718871,21 to 25,Male,Master’s,,Yes,Yes,I currently live in on-campus housing,,2 bedrooms,$600 to $800,Yes,I currently live in on-campus housing,Studio/efficiency,1 bedroom apt,,,,,not important,not important,important,somewhat important,important,most important,important,most important,,,Likely,Pay about the same,Yes,No,Walk,,Consider one-bedroom apartments and studios instead of townhouses because I would personally prefer to live in a more private space where I have complete freedom to control and manage my own space. Have a look at some of the one-bedroom apartments at ULofts.
2371719028,26 to 35,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,,3 bedroom no shared bathroom,most important,important,somewhat important,most important,most important,most important,most important,important,,,Neutral,Pay more,Yes,No,Bus,,Married student living space
2371720493,46 or older,Female,Graduate Certificate,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,important,somewhat important,most important,important,most important,important,,,Neutral,Pay more,Yes,No,Bus,,should be affordable
2371722622,21 to 25,Male,Master’s,,Yes,Yes,Apartment,,2 bedrooms,Less than $400,Yes,Not likely at all,,1 bedroom apt,,,,,somewhat important,most important,most important,important,most important,most important,most important,somewhat important,,,Neutral,Pay less,No,No,Bus,,
2371724046,26 to 35,Male,Master’s,,No,No,Single-family house,,3 bedrooms,Less than $400,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,important,somewhat important,not important,somewhat important,important,important,somewhat important,most important,,,Neutral,Pay more,Yes,No,Bus,,"The residence hall needs to be family friendly, allowing couples to sign up together. It needs to be more like an apartment, where students can cook their own food (it needs to have stove and oven) and not have to buy a dining plan if possible. The ability to have children in the residence hall would be a potential benefit, however that may be too difficult to be feasible."
2371724681,21 to 25,Male,Master’s,,Yes,Yes,Apartment,,3 bedrooms,$600 to $800,Yes,Likely,Studio/efficiency,1 bedroom apt,,,,,not important,somewhat important,somewhat important,important,most important,important,important,not important,,,Likely,Pay less,No,No,Bike,,
2371726151,26 to 35,Male,Master’s,,Yes,Yes,Single-family house,,2 bedrooms,"$1,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,
2371729508,26 to 35,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Somewhat likely,,,2 bedroom apt with shared bathroom,,,,not important,not important,not important,important,most important,important,important,important,important,allow indoor only small pets,Likely,Pay less,Yes,Yes,Bus,,"A graduate hall should be geared towards young adults, or newly married individuals or small families. Most of the graduate students I know are married but don't have children..additionally, I would recommend this be available for TTUHSC medical or resident physicians as well. My husband is a resident at TTUHSC and a graduate of TTU. We would have benefitted greatly by having a residence on or close to campus and UMC as he takes call every third day on average. proximity to campus would be convenient, but does not necessarily need to be directly next to undergraduate dorms, as they have a different culture completely."
2371734052,21 to 25,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,No,Somewhat likely,,1 bedroom apt,,,,,somewhat important,somewhat important,somewhat important,somewhat important,important,most important,important,somewhat important,,,Neutral,Pay about the same,No,No,Car,,
2371734394,26 to 35,Female,Doctoral,,Yes,No,Apartment,,2 bedrooms,$600 to $800,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,somewhat important,somewhat important,somewhat important,important,most important,somewhat important,important,somewhat important,,,Neutral,Pay about the same,Yes,No,Bike,,
2371734599,26 to 35,Male,Doctoral,,Yes,No,Apartment,,2 bedrooms,$400 to $600,No,Not likely at all,,,,,I am not interested in on-campus housing,,most important,,not important,not important,important,important,important,not important,,,Unlikely,Pay less,Yes,Yes,Car,,
2371739329,21 to 25,Male,Master’s,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Very likely,,1 bedroom apt,,,,,not important,not important,somewhat important,most important,important,most important,important,important,,,Likely,Pay less,No,No,Bus,,"Make it like an apartment building, grad students are adults and expect adult amenities"
2371743222,26 to 35,Female,Master’s,,Yes,No,Apartment,,2 bedrooms,$600 to $800,Yes,Very likely,,,2 bedroom apt with shared bathroom,,,,somewhat important,not important,important,most important,most important,most important,most important,important,,,Likely,Pay about the same,Yes,Yes,Bus,,
2371743477,21 to 25,Female,Master’s,,,Yes,Apartment,,2 bedrooms,$400 to $600,No,Somewhat likely,,1 bedroom apt,,,,,not important,not important,somewhat important,important,most important,important,important,not important,,,Likely,Pay about the same,Yes,Yes,Walk,,
2371745853,21 to 25,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,most important,important,somewhat important,important,most important,important,important,important,most important,Married housing,Likely,Pay less,Yes,Yes,Bus,,Allow for options that take families into account (spouse and child accommodations).
2371750630,21 to 25,Male,Master’s,,Yes,No,Apartment,,2 bedrooms,$400 to $600,No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,somewhat important,somewhat important,most important,important,important,important,important,Pets allowed.,Unlikely,Pay more,Yes,No,Bus,,"Keep the hall energy efficient, yet low-cost.  The high price of on-campus housing is the primary reason I live off campus."
2371750636,36 to 45,Male,Doctoral,,Yes,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,most important,most important,somewhat important,not important,most important,important,important,not important,,,Unlikely,Pay less,Yes,Yes,Bike,,Make it big enough to serve the needs of graduate students.  Don't sacrifice quality to meet a tight budget.
2371752776,26 to 35,Female,Doctoral,,No,No,Condominium,,2 bedrooms,"$1,000 or more",Yes,Not likely at all,Studio/efficiency,1 bedroom apt,,,,,not important,not important,somewhat important,somewhat important,important,important,somewhat important,somewhat important,,,Unlikely,Pay less,Yes,No,Bus,,
2371753657,21 to 25,Female,Master’s,,Yes,No,Single-family house,,More than 3 bedrooms,"$800 to $1,000",Yes,Somewhat likely,,1 bedroom apt,,,,,somewhat important,not important,not important,most important,somewhat important,most important,important,most important,most important,2 bedroom single-family apartments for couples with children,Likely,Pay less,Yes,No,Bus,,"make it feel as much like an apartment complex as possible, but keep costs in mind as well. the option for washer/dryer in units would be a definite plus. study rooms or quiet areas should also be available in the building"
2371754290,36 to 45,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Likely,,1 bedroom apt,,,,,important,somewhat important,somewhat important,not important,most important,somewhat important,important,important,,,Likely,Pay less,No,No,Bike,,
2371756115,21 to 25,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Somewhat likely,,1 bedroom apt,,,,,not important,not important,important,most important,important,most important,somewhat important,not important,,,Likely,Pay less,Yes,No,Walk,,
2371757078,26 to 35,Male,Doctoral,,Yes,No,Single-family house,,2 bedrooms,$600 to $800,Yes,Likely,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,not important,somewhat important,somewhat important,most important,somewhat important,somewhat important,not important,,,Neutral,Pay less,Yes,Yes,Bike,,
2371757283,26 to 35,Female,Master’s,,Yes,Yes,Condominium,,More than 3 bedrooms,$400 to $600,No,Somewhat likely,Studio/efficiency,,,,,,somewhat important,important,somewhat important,important,most important,most important,most important,not important,,,Neutral,Pay less,Yes,No,Bus,,Create good spaces for studying.
2371758837,26 to 35,Male,Master’s,,Yes,No,Other (please specify),Back house/ cottage,1 bedroom,$400 to $600,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,not important,not important,important,most important,important,somewhat important,not important,,,Unlikely,Pay less,Yes,No,Walk,,
2371759005,26 to 35,Female,Master’s,,Yes,No,Apartment,,2 bedrooms,"$800 to $1,000",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,not important,not important,important,important,important,important,not important,,Neutral,Pay less,Yes,Yes,Bus,,No kids
2371759313,21 to 25,Female,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,important,important,important,somewhat important,most important,important,most important,most important,,,Likely,Pay about the same,Yes,No,Car,,"Make it approximately spacious, with dinner halls open till late (12 am)."
2371763063,21 to 25,Male,Doctoral,,Yes,Yes,Apartment,,3 bedrooms,$400 to $600,No,Somewhat likely,,1 bedroom apt,,,,,not important,not important,not important,not important,most important,most important,not important,not important,not important,"Washer/dryer, individual bathroom, full kitchen",Neutral,Pay less,Yes,Yes,Bike,,"Make it like Raider's pass, but cheaper and closer."
2371765274,46 or older,Female,Doctoral,,No,No,Single-family house,,2 bedrooms,Less than $400,No,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,important,somewhat important,important,important,somewhat important,important,,,,Pay about the same,Yes,Yes,Car,,
